BP-LR0.025Multiplier4T1Accuracy,BP-LR0.05Multiplier4T1Accuracy,BP-LR0.0Multiplier4T1Accuracy,BP-LR0.1Multiplier4T1Accuracy,BP-LR0.2Multiplier4T1Accuracy,BP-LR0.3Multiplier4T1Accuracy,BP-LR0.4Multiplier4T1Accuracy,BP-LR0.5Multiplier4T1Accuracy,BP-LR0.6Multiplier4T1Accuracy,BP-LR0.7Multiplier4T1Accuracy,BP-LR0.8Multiplier4T1Accuracy,BP-LR0.9Multiplier4T1Accuracy,BP-LR1.0Multiplier4T1Accuracy,BP-LR1.5Multiplier4T1Accuracy,BP-LR2.0Multiplier4T1Accuracy
0.6951923076923077,0.7221153846153846,0.04038461538461539,0.7346153846153847,0.7153846153846154,0.698076923076923,0.6884615384615385,0.6567307692307692,0.6615384615384615,0.6605769230769231,0.6317307692307692,0.6278846153846154,0.6163461538461539,0.6182692307692308,0.6326923076923077
0.7019230769230769,0.7105769230769231,0.04038461538461539,0.7096153846153846,0.6807692307692308,0.6653846153846154,0.6596153846153846,0.6538461538461539,0.6576923076923077,0.6346153846153846,0.6240384615384615,0.6240384615384615,0.6394230769230769,0.6134615384615385,0.6182692307692308
0.7048076923076924,0.7259615384615384,0.04038461538461539,0.7240384615384615,0.698076923076923,0.6778846153846154,0.6576923076923077,0.6384615384615384,0.6692307692307692,0.6326923076923077,0.614423076923077,0.6048076923076923,0.6375,0.6048076923076923,0.6317307692307692
0.7115384615384616,0.7269230769230769,0.04038461538461539,0.7317307692307692,0.7076923076923077,0.6971153846153846,0.6576923076923077,0.6576923076923077,0.6701923076923076,0.6326923076923077,0.6230769230769231,0.6557692307692308,0.6567307692307692,0.6211538461538462,0.6317307692307692
0.7163461538461539,0.7423076923076923,0.04038461538461539,0.7480769230769231,0.7307692307692307,0.7067307692307693,0.6932692307692307,0.6855769230769231,0.6807692307692308,0.6586538461538461,0.6586538461538461,0.6663461538461538,0.6894230769230769,0.6557692307692308,0.6586538461538461
0.7144230769230769,0.7355769230769231,0.04038461538461539,0.7451923076923077,0.7201923076923077,0.6990384615384615,0.6836538461538462,0.6759615384615385,0.6817307692307693,0.6548076923076923,0.6509615384615385,0.6625,0.6730769230769231,0.6528846153846154,0.6480769230769231
0.7240384615384615,0.7355769230769231,0.04038461538461539,0.7326923076923076,0.7105769230769231,0.6846153846153846,0.6711538461538461,0.6557692307692308,0.6807692307692308,0.6528846153846154,0.6471153846153846,0.6259615384615385,0.65,0.6278846153846154,0.6403846153846153
0.7153846153846154,0.7317307692307692,0.04038461538461539,0.7346153846153847,0.7163461538461539,0.7038461538461539,0.6865384615384615,0.6721153846153847,0.6846153846153846,0.6490384615384616,0.6461538461538462,0.6451923076923077,0.6778846153846154,0.6298076923076923,0.6105769230769231
0.7163461538461539,0.7298076923076923,0.04038461538461539,0.7240384615384615,0.6932692307692307,0.676923076923077,0.6663461538461538,0.6586538461538461,0.6451923076923077,0.6432692307692308,0.6336538461538461,0.6326923076923077,0.65,0.625,0.6211538461538462
0.7221153846153846,0.7230769230769231,0.04038461538461539,0.7096153846153846,0.6846153846153846,0.6625,0.6307692307692307,0.6365384615384615,0.6548076923076923,0.6182692307692308,0.6028846153846154,0.6307692307692307,0.6086538461538461,0.625,0.5692307692307692
0.7192307692307692,0.7201923076923077,0.04038461538461539,0.7125,0.6798076923076923,0.6644230769230769,0.6788461538461539,0.6336538461538461,0.6740384615384616,0.6269230769230769,0.6182692307692308,0.6278846153846154,0.5855769230769231,0.6326923076923077,0.573076923076923
0.7365384615384616,0.7471153846153846,0.04038461538461539,0.7461538461538462,0.7269230769230769,0.6990384615384615,0.6884615384615385,0.6701923076923076,0.6596153846153846,0.6432692307692308,0.6548076923076923,0.6778846153846154,0.6403846153846153,0.6403846153846153,0.6163461538461539
0.7278846153846154,0.7480769230769231,0.04038461538461539,0.75,0.7134615384615385,0.6865384615384615,0.6740384615384616,0.6586538461538461,0.6326923076923077,0.6663461538461538,0.6451923076923077,0.6384615384615384,0.6221153846153846,0.6278846153846154,0.6278846153846154
0.7375,0.7423076923076923,0.04038461538461539,0.739423076923077,0.698076923076923,0.6586538461538461,0.6336538461538461,0.6163461538461539,0.6538461538461539,0.6240384615384615,0.6298076923076923,0.6288461538461538,0.5673076923076923,0.6048076923076923,0.573076923076923
0.7269230769230769,0.7509615384615385,0.04038461538461539,0.7259615384615384,0.6990384615384615,0.6634615384615384,0.6384615384615384,0.6336538461538461,0.6557692307692308,0.65,0.6403846153846153,0.6336538461538461,0.6153846153846154,0.6346153846153846,0.6230769230769231
0.7317307692307692,0.7471153846153846,0.04038461538461539,0.7355769230769231,0.7134615384615385,0.6836538461538462,0.6759615384615385,0.6413461538461539,0.6673076923076923,0.6480769230769231,0.635576923076923,0.6634615384615384,0.6240384615384615,0.6451923076923077,0.6442307692307693
0.7326923076923076,0.7528846153846154,0.04038461538461539,0.7413461538461539,0.7105769230769231,0.6894230769230769,0.6625,0.6778846153846154,0.6557692307692308,0.6471153846153846,0.6326923076923077,0.6519230769230769,0.6240384615384615,0.6653846153846154,0.6538461538461539
0.7278846153846154,0.7307692307692307,0.04038461538461539,0.7230769230769231,0.6836538461538462,0.6490384615384616,0.6240384615384615,0.6221153846153846,0.6096153846153847,0.6038461538461538,0.5923076923076923,0.6019230769230769,0.625,0.6269230769230769,0.5961538461538461
0.7278846153846154,0.7336538461538461,0.04038461538461539,0.7192307692307692,0.6413461538461539,0.614423076923077,0.5932692307692308,0.5932692307692308,0.5865384615384616,0.5942307692307692,0.5663461538461538,0.5682692307692307,0.5769230769230769,0.5913461538461539,0.6019230769230769
0.7288461538461538,0.7346153846153847,0.04038461538461539,0.7317307692307692,0.7096153846153846,0.6875,0.6548076923076923,0.6461538461538462,0.6605769230769231,0.6298076923076923,0.6375,0.6384615384615384,0.6019230769230769,0.6490384615384616,0.635576923076923
0.7278846153846154,0.7384615384615385,0.04038461538461539,0.7326923076923076,0.7067307692307693,0.6961538461538461,0.6682692307692307,0.6615384615384615,0.6538461538461539,0.6346153846153846,0.6192307692307693,0.6432692307692308,0.6125,0.6634615384615384,0.6375
0.7432692307692308,0.7509615384615385,0.04038461538461539,0.7519230769230769,0.7269230769230769,0.7105769230769231,0.6855769230769231,0.6721153846153847,0.6692307692307692,0.6586538461538461,0.6278846153846154,0.6625,0.6067307692307692,0.6576923076923077,0.6432692307692308
0.7298076923076923,0.7471153846153846,0.04038461538461539,0.7432692307692308,0.7192307692307692,0.6875,0.6855769230769231,0.6519230769230769,0.65,0.6490384615384616,0.6451923076923077,0.6528846153846154,0.6307692307692307,0.6673076923076923,0.6548076923076923
0.7384615384615385,0.7519230769230769,0.04038461538461539,0.7509615384615385,0.7182692307692308,0.6932692307692307,0.6730769230769231,0.6490384615384616,0.6759615384615385,0.6605769230769231,0.6269230769230769,0.6846153846153846,0.6442307692307693,0.6346153846153846,0.6461538461538462
0.7480769230769231,0.7567307692307692,0.04038461538461539,0.7480769230769231,0.7240384615384615,0.6961538461538461,0.6653846153846154,0.6673076923076923,0.6548076923076923,0.6653846153846154,0.6394230769230769,0.6663461538461538,0.6336538461538461,0.6442307692307693,0.6605769230769231
0.7519230769230769,0.7576923076923077,0.04038461538461539,0.7480769230769231,0.7221153846153846,0.6932692307692307,0.676923076923077,0.6721153846153847,0.6663461538461538,0.676923076923077,0.6605769230769231,0.6692307692307692,0.6336538461538461,0.6701923076923076,0.6615384615384615
0.7384615384615385,0.7461538461538462,0.04038461538461539,0.7413461538461539,0.7201923076923077,0.7086538461538462,0.6836538461538462,0.6798076923076923,0.676923076923077,0.6701923076923076,0.6653846153846154,0.6817307692307693,0.6798076923076923,0.6711538461538461,0.6480769230769231
0.7480769230769231,0.7538461538461538,0.04038461538461539,0.7548076923076923,0.7144230769230769,0.7076923076923077,0.6942307692307692,0.676923076923077,0.6778846153846154,0.6682692307692307,0.6615384615384615,0.6605769230769231,0.6528846153846154,0.6548076923076923,0.6394230769230769
0.7461538461538462,0.7509615384615385,0.04038461538461539,0.7586538461538461,0.7336538461538461,0.7115384615384616,0.6884615384615385,0.6855769230769231,0.6865384615384615,0.6682692307692307,0.6471153846153846,0.6576923076923077,0.6461538461538462,0.6692307692307692,0.6490384615384616
0.7413461538461539,0.7538461538461538,0.04038461538461539,0.7326923076923076,0.6855769230769231,0.6721153846153847,0.6490384615384616,0.6538461538461539,0.6682692307692307,0.6192307692307693,0.635576923076923,0.6173076923076923,0.6182692307692308,0.6173076923076923,0.6096153846153847
0.7326923076923076,0.7471153846153846,0.04038461538461539,0.7384615384615385,0.7076923076923077,0.6778846153846154,0.675,0.6519230769230769,0.6663461538461538,0.6586538461538461,0.6528846153846154,0.6365384615384615,0.6192307692307693,0.6423076923076924,0.6288461538461538
0.7355769230769231,0.7519230769230769,0.04038461538461539,0.7528846153846154,0.7192307692307692,0.6855769230769231,0.676923076923077,0.6663461538461538,0.6673076923076923,0.6596153846153846,0.6586538461538461,0.6461538461538462,0.6480769230769231,0.6451923076923077,0.6365384615384615
0.725,0.7298076923076923,0.04038461538461539,0.7365384615384616,0.7019230769230769,0.6855769230769231,0.675,0.6682692307692307,0.6634615384615384,0.6586538461538461,0.6346153846153846,0.6298076923076923,0.6307692307692307,0.6346153846153846,0.6423076923076924
0.7173076923076923,0.7288461538461538,0.04038461538461539,0.7355769230769231,0.7076923076923077,0.6884615384615385,0.6846153846153846,0.6625,0.6673076923076923,0.6480769230769231,0.6326923076923077,0.6230769230769231,0.6471153846153846,0.6384615384615384,0.6471153846153846
0.7326923076923076,0.7480769230769231,0.04038461538461539,0.7528846153846154,0.7192307692307692,0.6932692307692307,0.6740384615384616,0.6615384615384615,0.6538461538461539,0.6625,0.6461538461538462,0.6480769230769231,0.6451923076923077,0.6480769230769231,0.65
0.7336538461538461,0.7519230769230769,0.04038461538461539,0.7490384615384615,0.7086538461538462,0.6778846153846154,0.6759615384615385,0.6567307692307692,0.6480769230769231,0.6538461538461539,0.6240384615384615,0.6528846153846154,0.6605769230769231,0.6567307692307692,0.6288461538461538
0.7278846153846154,0.7461538461538462,0.04038461538461539,0.7288461538461538,0.6798076923076923,0.6451923076923077,0.6221153846153846,0.6182692307692308,0.6115384615384616,0.6278846153846154,0.6067307692307692,0.6038461538461538,0.6230769230769231,0.6038461538461538,0.6115384615384616
0.7317307692307692,0.7432692307692308,0.04038461538461539,0.7461538461538462,0.7115384615384616,0.6894230769230769,0.6788461538461539,0.635576923076923,0.6346153846153846,0.6567307692307692,0.6423076923076924,0.6586538461538461,0.6336538461538461,0.6423076923076924,0.6192307692307693
0.7375,0.7471153846153846,0.04038461538461539,0.7471153846153846,0.7211538461538461,0.6894230769230769,0.6778846153846154,0.6509615384615385,0.6432692307692308,0.6576923076923077,0.6471153846153846,0.6596153846153846,0.6346153846153846,0.6346153846153846,0.6490384615384616
0.7403846153846154,0.7586538461538461,0.04038461538461539,0.7528846153846154,0.7259615384615384,0.7038461538461539,0.6875,0.6682692307692307,0.6509615384615385,0.6528846153846154,0.6567307692307692,0.6817307692307693,0.6653846153846154,0.6596153846153846,0.6644230769230769
0.7413461538461539,0.7567307692307692,0.04038461538461539,0.7509615384615385,0.7163461538461539,0.6932692307692307,0.6817307692307693,0.6740384615384616,0.6519230769230769,0.6442307692307693,0.6567307692307692,0.6692307692307692,0.6442307692307693,0.6346153846153846,0.6682692307692307
0.7480769230769231,0.7615384615384615,0.04038461538461539,0.7576923076923077,0.7230769230769231,0.7038461538461539,0.6836538461538462,0.6759615384615385,0.6788461538461539,0.6576923076923077,0.6730769230769231,0.6817307692307693,0.6634615384615384,0.6471153846153846,0.6721153846153847
0.7548076923076923,0.7663461538461539,0.04038461538461539,0.7634615384615384,0.7269230769230769,0.7009615384615384,0.698076923076923,0.6807692307692308,0.6740384615384616,0.6721153846153847,0.6682692307692307,0.6711538461538461,0.6682692307692307,0.6461538461538462,0.6788461538461539
0.7471153846153846,0.7634615384615384,0.04038461538461539,0.7586538461538461,0.7221153846153846,0.6942307692307692,0.6903846153846154,0.6625,0.6673076923076923,0.6490384615384616,0.6528846153846154,0.6528846153846154,0.6451923076923077,0.6269230769230769,0.6692307692307692
0.7471153846153846,0.7644230769230769,0.04038461538461539,0.7567307692307692,0.7153846153846154,0.6788461538461539,0.6663461538461538,0.6451923076923077,0.6461538461538462,0.6413461538461539,0.6451923076923077,0.6576923076923077,0.6528846153846154,0.6086538461538461,0.6576923076923077
0.7461538461538462,0.7567307692307692,0.04038461538461539,0.7490384615384615,0.7278846153846154,0.698076923076923,0.6875,0.6519230769230769,0.6519230769230769,0.6336538461538461,0.6509615384615385,0.6567307692307692,0.6586538461538461,0.6471153846153846,0.6519230769230769
0.7423076923076923,0.7596153846153846,0.04038461538461539,0.7557692307692307,0.7201923076923077,0.6990384615384615,0.6865384615384615,0.6644230769230769,0.6538461538461539,0.6403846153846153,0.6519230769230769,0.6413461538461539,0.6442307692307693,0.6548076923076923,0.6461538461538462
0.7384615384615385,0.7432692307692308,0.04038461538461539,0.7413461538461539,0.7057692307692308,0.6846153846153846,0.6663461538461538,0.6461538461538462,0.6471153846153846,0.625,0.6307692307692307,0.6461538461538462,0.6269230769230769,0.6432692307692308,0.6192307692307693
0.7471153846153846,0.7596153846153846,0.04038461538461539,0.7567307692307692,0.7105769230769231,0.6942307692307692,0.6586538461538461,0.6413461538461539,0.6528846153846154,0.6442307692307693,0.6125,0.6548076923076923,0.6317307692307692,0.6528846153846154,0.6336538461538461
0.7365384615384616,0.7509615384615385,0.04038461538461539,0.7375,0.6932692307692307,0.6711538461538461,0.6365384615384615,0.6240384615384615,0.6038461538461538,0.6192307692307693,0.6096153846153847,0.6432692307692308,0.6346153846153846,0.6307692307692307,0.6105769230769231
0.7230769230769231,0.7317307692307692,0.04038461538461539,0.7182692307692308,0.6807692307692308,0.6596153846153846,0.6365384615384615,0.6259615384615385,0.6461538461538462,0.6192307692307693,0.6403846153846153,0.6326923076923077,0.6442307692307693,0.6538461538461539,0.6403846153846153
0.7355769230769231,0.7490384615384615,0.04038461538461539,0.7480769230769231,0.7076923076923077,0.6817307692307693,0.65,0.6230769230769231,0.635576923076923,0.6509615384615385,0.6346153846153846,0.6423076923076924,0.6480769230769231,0.6653846153846154,0.6442307692307693
0.7278846153846154,0.7403846153846154,0.04038461538461539,0.7384615384615385,0.6942307692307692,0.6644230769230769,0.6605769230769231,0.5971153846153846,0.6163461538461539,0.625,0.6317307692307692,0.65,0.6375,0.6423076923076924,0.6538461538461539
0.7317307692307692,0.7528846153846154,0.04038461538461539,0.7423076923076923,0.7028846153846153,0.6807692307692308,0.6701923076923076,0.6269230769230769,0.6548076923076923,0.6298076923076923,0.6278846153846154,0.6375,0.6557692307692308,0.6451923076923077,0.6682692307692307
0.7480769230769231,0.7663461538461539,0.04038461538461539,0.7538461538461538,0.7240384615384615,0.6932692307692307,0.6942307692307692,0.6548076923076923,0.6471153846153846,0.6490384615384616,0.6442307692307693,0.6548076923076923,0.6471153846153846,0.6759615384615385,0.6711538461538461
0.7528846153846154,0.7634615384615384,0.04038461538461539,0.7480769230769231,0.7230769230769231,0.6817307692307693,0.6682692307692307,0.6567307692307692,0.6701923076923076,0.6557692307692308,0.6605769230769231,0.6625,0.6451923076923077,0.6740384615384616,0.6692307692307692
0.7538461538461538,0.7692307692307693,0.04038461538461539,0.7375,0.7134615384615385,0.6875,0.676923076923077,0.6576923076923077,0.676923076923077,0.6519230769230769,0.6653846153846154,0.6490384615384616,0.6384615384615384,0.6576923076923077,0.65
0.7615384615384615,0.7721153846153846,0.04038461538461539,0.7615384615384615,0.7221153846153846,0.698076923076923,0.6875,0.6778846153846154,0.675,0.6692307692307692,0.6596153846153846,0.6711538461538461,0.6548076923076923,0.6711538461538461,0.6625
0.7567307692307692,0.7701923076923077,0.04038461538461539,0.7548076923076923,0.7163461538461539,0.6865384615384615,0.6653846153846154,0.6509615384615385,0.6605769230769231,0.6596153846153846,0.6596153846153846,0.6432692307692308,0.6451923076923077,0.6653846153846154,0.6288461538461538
0.7586538461538461,0.7586538461538461,0.04038461538461539,0.7480769230769231,0.7230769230769231,0.6817307692307693,0.676923076923077,0.6557692307692308,0.6576923076923077,0.6557692307692308,0.6615384615384615,0.6759615384615385,0.6615384615384615,0.6721153846153847,0.6682692307692307
0.7576923076923077,0.7557692307692307,0.04038461538461539,0.7490384615384615,0.6990384615384615,0.6586538461538461,0.6682692307692307,0.65,0.6644230769230769,0.6346153846153846,0.6375,0.6875,0.6557692307692308,0.6375,0.6182692307692308
0.7509615384615385,0.7442307692307693,0.04038461538461539,0.725,0.6625,0.6317307692307692,0.6192307692307693,0.6403846153846153,0.6365384615384615,0.6125,0.6346153846153846,0.6451923076923077,0.6125,0.5903846153846154,0.6336538461538461
0.7557692307692307,0.7682692307692308,0.04038461538461539,0.7528846153846154,0.7038461538461539,0.6817307692307693,0.6653846153846154,0.6538461538461539,0.6576923076923077,0.6576923076923077,0.6663461538461538,0.6625,0.6625,0.6471153846153846,0.6721153846153847
0.7519230769230769,0.760576923076923,0.04038461538461539,0.75,0.7115384615384616,0.6951923076923077,0.6846153846153846,0.6596153846153846,0.6528846153846154,0.6634615384615384,0.6730769230769231,0.6836538461538462,0.6663461538461538,0.6471153846153846,0.6461538461538462
0.7480769230769231,0.7490384615384615,0.04038461538461539,0.7365384615384616,0.6855769230769231,0.6596153846153846,0.6576923076923077,0.6317307692307692,0.6394230769230769,0.6480769230769231,0.6326923076923077,0.6596153846153846,0.6375,0.6278846153846154,0.6230769230769231
0.7413461538461539,0.7538461538461538,0.04038461538461539,0.7192307692307692,0.6653846153846154,0.6432692307692308,0.6288461538461538,0.6048076923076923,0.6336538461538461,0.6134615384615385,0.5971153846153846,0.6365384615384615,0.6009615384615384,0.5778846153846153,0.5625
0.7528846153846154,0.760576923076923,0.04038461538461539,0.7403846153846154,0.6971153846153846,0.676923076923077,0.6557692307692308,0.6490384615384616,0.6557692307692308,0.6384615384615384,0.6451923076923077,0.6548076923076923,0.6528846153846154,0.6182692307692308,0.6298076923076923
0.7576923076923077,0.7548076923076923,0.04038461538461539,0.7307692307692307,0.6836538461538462,0.6586538461538461,0.6432692307692308,0.6384615384615384,0.6403846153846153,0.6509615384615385,0.6490384615384616,0.6298076923076923,0.6125,0.6211538461538462,0.6269230769230769
0.7634615384615384,0.7615384615384615,0.04038461538461539,0.7471153846153846,0.7076923076923077,0.6836538461538462,0.6644230769230769,0.6663461538461538,0.6403846153846153,0.6625,0.6509615384615385,0.6451923076923077,0.6346153846153846,0.6490384615384616,0.6451923076923077
0.7634615384615384,0.7615384615384615,0.04038461538461539,0.75,0.7144230769230769,0.6826923076923077,0.6625,0.6663461538461538,0.6548076923076923,0.6548076923076923,0.6384615384615384,0.6451923076923077,0.6269230769230769,0.6567307692307692,0.6403846153846153
0.7634615384615384,0.7721153846153846,0.04038461538461539,0.7634615384615384,0.7182692307692308,0.6826923076923077,0.6538461538461539,0.6615384615384615,0.6673076923076923,0.6701923076923076,0.6596153846153846,0.6740384615384616,0.6307692307692307,0.6490384615384616,0.65
0.7567307692307692,0.7663461538461539,0.04038461538461539,0.7625,0.7230769230769231,0.7,0.6836538461538462,0.6701923076923076,0.6721153846153847,0.6634615384615384,0.6653846153846154,0.6701923076923076,0.6528846153846154,0.6730769230769231,0.6528846153846154
0.7653846153846153,0.7673076923076924,0.04038461538461539,0.7673076923076924,0.7182692307692308,0.676923076923077,0.6730769230769231,0.6653846153846154,0.6615384615384615,0.6615384615384615,0.6605769230769231,0.6730769230769231,0.635576923076923,0.6634615384615384,0.6442307692307693
0.7586538461538461,0.7596153846153846,0.04038461538461539,0.7519230769230769,0.7096153846153846,0.6682692307692307,0.6682692307692307,0.6692307692307692,0.6586538461538461,0.6586538461538461,0.6461538461538462,0.6644230769230769,0.6423076923076924,0.6557692307692308,0.6490384615384616
0.760576923076923,0.7721153846153846,0.04038461538461539,0.7644230769230769,0.7086538461538462,0.6557692307692308,0.6413461538461539,0.6490384615384616,0.6663461538461538,0.6423076923076924,0.614423076923077,0.6288461538461538,0.6278846153846154,0.6365384615384615,0.6384615384615384
0.7644230769230769,0.7711538461538462,0.04038461538461539,0.7538461538461538,0.6932692307692307,0.676923076923077,0.6586538461538461,0.6432692307692308,0.6519230769230769,0.6278846153846154,0.6211538461538462,0.6413461538461539,0.6375,0.6461538461538462,0.6471153846153846
0.7673076923076924,0.7730769230769231,0.04038461538461539,0.7625,0.7144230769230769,0.6932692307692307,0.6759615384615385,0.6567307692307692,0.6307692307692307,0.635576923076923,0.6211538461538462,0.6461538461538462,0.6413461538461539,0.6394230769230769,0.6509615384615385
0.7740384615384616,0.7740384615384616,0.04038461538461539,0.7567307692307692,0.7125,0.6951923076923077,0.6913461538461538,0.6711538461538461,0.6596153846153846,0.6528846153846154,0.6557692307692308,0.6692307692307692,0.6519230769230769,0.6711538461538461,0.6576923076923077
0.7586538461538461,0.775,0.04038461538461539,0.7528846153846154,0.7115384615384616,0.6865384615384615,0.6788461538461539,0.65,0.6615384615384615,0.6615384615384615,0.6615384615384615,0.6836538461538462,0.6394230769230769,0.6576923076923077,0.6567307692307692
0.7634615384615384,0.7740384615384616,0.04038461538461539,0.7653846153846153,0.7201923076923077,0.6932692307692307,0.675,0.6480769230769231,0.6663461538461538,0.6615384615384615,0.6653846153846154,0.6759615384615385,0.6423076923076924,0.6576923076923077,0.6461538461538462
0.7586538461538461,0.7673076923076924,0.04038461538461539,0.7490384615384615,0.7115384615384616,0.6894230769230769,0.675,0.6663461538461538,0.6663461538461538,0.6509615384615385,0.6673076923076923,0.6730769230769231,0.6461538461538462,0.6721153846153847,0.6471153846153846
0.7509615384615385,0.7673076923076924,0.04038461538461539,0.7442307692307693,0.7096153846153846,0.6875,0.6740384615384616,0.6605769230769231,0.65,0.6384615384615384,0.6576923076923077,0.6634615384615384,0.6317307692307692,0.6605769230769231,0.6548076923076923
0.7596153846153846,0.775,0.04038461538461539,0.7586538461538461,0.7105769230769231,0.6875,0.6798076923076923,0.6586538461538461,0.6557692307692308,0.6490384615384616,0.6471153846153846,0.6817307692307693,0.6519230769230769,0.6576923076923077,0.6740384615384616
0.7596153846153846,0.7721153846153846,0.04038461538461539,0.7596153846153846,0.7096153846153846,0.6855769230769231,0.6721153846153847,0.6644230769230769,0.6557692307692308,0.65,0.6519230769230769,0.6894230769230769,0.6634615384615384,0.6461538461538462,0.6682692307692307
0.7567307692307692,0.7740384615384616,0.04038461538461539,0.760576923076923,0.7192307692307692,0.6990384615384615,0.6855769230769231,0.6721153846153847,0.6692307692307692,0.6576923076923077,0.6721153846153847,0.6836538461538462,0.6826923076923077,0.65,0.6817307692307693
0.7509615384615385,0.7538461538461538,0.04038461538461539,0.7519230769230769,0.7086538461538462,0.6884615384615385,0.6778846153846154,0.6576923076923077,0.6673076923076923,0.6557692307692308,0.6519230769230769,0.6576923076923077,0.6634615384615384,0.6586538461538461,0.6634615384615384
0.739423076923077,0.7548076923076923,0.04038461538461539,0.7384615384615385,0.6875,0.6576923076923077,0.6490384615384616,0.625,0.6461538461538462,0.6153846153846154,0.6317307692307692,0.6278846153846154,0.6288461538461538,0.6163461538461539,0.6423076923076924
0.7442307692307693,0.7576923076923077,0.04038461538461539,0.75,0.7125,0.6865384615384615,0.6798076923076923,0.6644230769230769,0.6884615384615385,0.6509615384615385,0.6557692307692308,0.6653846153846154,0.6692307692307692,0.6557692307692308,0.6480769230769231
0.7490384615384615,0.7490384615384615,0.04038461538461539,0.7278846153846154,0.6990384615384615,0.6942307692307692,0.6730769230769231,0.6548076923076923,0.6673076923076923,0.65,0.6567307692307692,0.6384615384615384,0.6336538461538461,0.6557692307692308,0.6326923076923077
0.75,0.760576923076923,0.04038461538461539,0.7548076923076923,0.7278846153846154,0.7086538461538462,0.6682692307692307,0.675,0.6778846153846154,0.6528846153846154,0.6730769230769231,0.6682692307692307,0.6865384615384615,0.6653846153846154,0.6586538461538461
0.7471153846153846,0.7519230769230769,0.04038461538461539,0.7461538461538462,0.7230769230769231,0.6942307692307692,0.6884615384615385,0.6903846153846154,0.6730769230769231,0.6625,0.6798076923076923,0.6721153846153847,0.676923076923077,0.6875,0.676923076923077
0.7451923076923077,0.7557692307692307,0.04038461538461539,0.7384615384615385,0.7182692307692308,0.6875,0.6711538461538461,0.6634615384615384,0.6682692307692307,0.6557692307692308,0.6721153846153847,0.6538461538461539,0.6692307692307692,0.6692307692307692,0.6730769230769231
0.7451923076923077,0.760576923076923,0.04038461538461539,0.7548076923076923,0.725,0.7057692307692308,0.6730769230769231,0.6711538461538461,0.6682692307692307,0.6490384615384616,0.6682692307692307,0.6692307692307692,0.6740384615384616,0.6653846153846154,0.676923076923077
0.7576923076923077,0.7692307692307693,0.04038461538461539,0.7634615384615384,0.7307692307692307,0.7028846153846153,0.6865384615384615,0.6596153846153846,0.6711538461538461,0.6586538461538461,0.6730769230769231,0.6923076923076923,0.6721153846153847,0.675,0.6817307692307693
0.7557692307692307,0.7615384615384615,0.04038461538461539,0.760576923076923,0.7173076923076923,0.6971153846153846,0.6673076923076923,0.6490384615384616,0.6625,0.6413461538461539,0.6605769230769231,0.6759615384615385,0.6615384615384615,0.6711538461538461,0.6634615384615384
0.7461538461538462,0.7576923076923077,0.04038461538461539,0.75,0.7134615384615385,0.6807692307692308,0.6701923076923076,0.65,0.6586538461538461,0.6451923076923077,0.6432692307692308,0.6701923076923076,0.6423076923076924,0.6567307692307692,0.6471153846153846
0.7586538461538461,0.7740384615384616,0.04038461538461539,0.7567307692307692,0.7269230769230769,0.6855769230769231,0.6788461538461539,0.6701923076923076,0.6682692307692307,0.6519230769230769,0.6548076923076923,0.6807692307692308,0.6625,0.6509615384615385,0.6682692307692307
0.7490384615384615,0.7471153846153846,0.04038461538461539,0.7365384615384616,0.6778846153846154,0.6423076923076924,0.6326923076923077,0.6644230769230769,0.6605769230769231,0.6278846153846154,0.6201923076923077,0.6423076923076924,0.6384615384615384,0.6461538461538462,0.6490384615384616
0.7548076923076923,0.7519230769230769,0.04038461538461539,0.7384615384615385,0.7057692307692308,0.6826923076923077,0.6701923076923076,0.6673076923076923,0.6903846153846154,0.6596153846153846,0.6557692307692308,0.6528846153846154,0.6490384615384616,0.6567307692307692,0.6615384615384615
0.7442307692307693,0.7548076923076923,0.04038461538461539,0.7557692307692307,0.7278846153846154,0.698076923076923,0.6778846153846154,0.6807692307692308,0.6836538461538462,0.6509615384615385,0.6788461538461539,0.6644230769230769,0.6548076923076923,0.6519230769230769,0.676923076923077
0.7423076923076923,0.7567307692307692,0.04038461538461539,0.7557692307692307,0.7336538461538461,0.6942307692307692,0.6942307692307692,0.6884615384615385,0.6951923076923077,0.6682692307692307,0.6826923076923077,0.6730769230769231,0.6576923076923077,0.6711538461538461,0.6721153846153847
0.7471153846153846,0.7567307692307692,0.04038461538461539,0.7509615384615385,0.7278846153846154,0.6894230769230769,0.6730769230769231,0.6567307692307692,0.6778846153846154,0.6336538461538461,0.6701923076923076,0.6673076923076923,0.6596153846153846,0.65,0.6673076923076923
0.7548076923076923,0.7682692307692308,0.04038461538461539,0.7634615384615384,0.7336538461538461,0.7,0.6875,0.6663461538461538,0.6740384615384616,0.6557692307692308,0.6961538461538461,0.6875,0.6692307692307692,0.6605769230769231,0.6817307692307693
0.7634615384615384,0.7730769230769231,0.04038461538461539,0.7673076923076924,0.7278846153846154,0.7028846153846153,0.7038461538461539,0.6740384615384616,0.6855769230769231,0.6711538461538461,0.6865384615384615,0.6951923076923077,0.6903846153846154,0.675,0.6855769230769231
